pvr	76761
eic	634503
EDWI9	634503
kna	265960
reh	381666
RALEH	381666
nch	320497
eame	41202
ssy	627192
spc	319224
SHEPC	319224
hoh	502025
acip	553814
buj	868597
sulg	2590022
dug	2728021
palk	237609
vsp	693153
VIBSL	693153
achb	2282475
yca	2607663
pvl	584
pap	381754
PSEA7	381754
kro	92947
nur	44577
hpu	765964
pul	584721
fti	351581
kgy	206506
kvq	244366
edl	1650654
eas	885040
bhud	109472
saly	2003370
def	631220
zal	1470434
aza	748247
cman	450378
cir	1920110
echj	1249652
thas	2605946
btha	57975
psyg	1699624
mhaq	75985
krd	283686
amf	320483
ANAMF	320483
phei	333962
pamg	129138
bos	1842539
mbat	1581557
chri	2202141
splb	171865
pat	342610
PSEA6	342610
kpi	1244085
pses	1028989
hoe	1620421
dja	1217721
gao	1340425
amh	1300253
cux	1031733
hik	1334187
mmyr	454601
bmel	224914
zdf	347534
ptn	1315283
shal	1193502
acp	455488
ANAD2	455488
bgl	626418
BURGL	626418
ata	358
aql	1938604
avd	1283331
metd	2067957
skh	1965282
sphm	745310
ppu	160488
PSEPK	160488
sulr	1249480
afj	1232575
ppet	472834
bav	360910
BORA1	360910
pcon	1945662
pala	126385
rgi	257708
eca	218491
ERWCT	218491
vfm	388396
VIBFM	388396
bchr	1240471
abw	470
apw	634458
ehd	1922217
sat	56780
SYNAS	56780
ccoc	199
gbi	1810504
naq	492
ypd	637382
hadh	2602016
bcm	406425
BURCC	406425
mrm	888845
mei	582744
yey	930944
hex	866346
prj	158850
htt	664683
cvi	243365
CHRVO	243365
bml	412022
BURM9	412022
micc	1769779
aot	146474
mdh	1727196
eoc	1072459
psk	1415630
sehc	134287
mmw	400668
MARMS	400668
achr	1758194
aao	754507
abaj	1096997
nmz	935589
ecp	362663
ECOL5	362663
lax	83655
alh	2604537
fam	1188319
eclx	1296536
rme	266264
RALME	266264
same	194963
gbs	1052095
azo	418699
AZOSB	418699
hch	349521
HAHCH	349521
ege	1619313
xom	342109
XANOM	342109
elx	741093
acd	436717
rru	269796
RHORT	269796
ntt	1630141
hey	1127122
amih	374606
ttp	316276
boo	2552942
ajs	232721
ACISJ	232721
mee	2051553
jeu	1906741
atp	1032241
axy	762376
cjj	354242
CAMJJ	354242
msu	221988
MANSM	221988
mint	1615494
pace	29542
eno	208224
acu	990288
mcg	1384459
aep	361183
rpo	1105096
mfla	871742
dcb	296842
mep	887061
asui	663365
pla	402881
PARL1	402881
paev	1367494
zmp	579138
sedi	2483033
stax	1549858
mbs	490759
nbc	267212
tsv	2686094
nim	2559597
rvi	676208
cif	1702170
plc	91844
gur	351605
GEOUR	351605
sulc	2283483
xfl	1401256
cyq	385025
part	1117313
pst	223283
PSESM	223283
cof	2597701
spt	295319
SALPA	295319
amc	1774373
ALTMD	1774373
bdf	488732
cend	2487929
pcib	626774
mon	2715211
epe	55211
bstl	95485
miv	2082949
alb	2060312
pato	29471
spol	2588449
bpyr	60550
bqu	283165
BARQU	283165
lph	91891
acis	553814
cjm	645464
